having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result
Yes,,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,Medium,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,Yes,High,High,,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,High,High,No,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Long,No,Yes,Yes,No,Medium,,Empty,Yes,Yes,No,Yes,Yes,No,Yes,Long,No,,,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Long,Yes,Yes,Yes,Yes,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,Medium,Low,Yes,Two links and above,Reported,Phish
No,Long,No,,No,Yes,More than one,Short,Yes,Yes,No,No,Medium,High,Some,Yes,No,Yes,Yes,Yes,Yes,Yes,Long,,High,Low,Yes,Two links and above,Not reported,Phish
Yes,Short,Yes,No,Yes,No,None,Short,Yes,Yes,,,High,,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,Yes,Medium,High,,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,No,Yes,No,None,Short,Yes,Yes,Yes,Yes,High,High,,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,,Some links,Reported,Phish
No,,,Yes,No,Yes,One,Short,Yes,Yes,No,,High,High,Some,Yes,No,Yes,Yes,Yes,Yes,Yes,Long,Yes,High,Low,No,Two links and above,Not reported,Phish
Yes,Short,Yes,Yes,,No,More than one,Short,No,No,Yes,Yes,High,Medium,,No,Yes,No,Yes,Yes,No,No,Long,Yes,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,Yes,None,Long,No,No,Yes,,High,Medium,Empty,No,Yes,No,Yes,Yes,No,No,Short,Yes,Medium,,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Short,Yes,Yes,Yes,Yes,,Medium,Empty,No,Yes,No,Yes,Yes,No,No,Long,Yes,High,High,,Some links,Reported,Phish
Yes,Long,Yes,Yes,Yes,No,None,Short,Yes,Yes,Yes,Yes,Medium,High,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Long,No,Yes,Yes,Yes,Medium,Low,Empty,,Yes,No,Yes,No,No,No,Long,No,Medium,Low,Yes,Two links and above,Reported,Phish
Yes,Long,Yes,No,Yes,Yes,None,Short,Yes,Yes,Yes,,Medium,High,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,,Yes,No,More than one,Short,No,Yes,Yes,Yes,Medium,,Empty,Yes,Yes,No,Yes,Yes,No,No,Long,No,Medium,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,Medium,,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Long,Yes,Yes,Yes,No,One,Short,No,Yes,Yes,Yes,Medium,Medium,Some,Yes,Yes,No,No,Yes,No,No,Short,,High,,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Long,Yes,Yes,Yes,No,High,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,,High,High,Yes,Some links,Reported,Phish
Yes,Short,Yes,No,Yes,No,None,Short,Yes,Yes,Yes,No,Medium,High,Empty,,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,High,,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Short,Yes,Yes,Yes,Yes,,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Short,No,Yes,Yes,Yes,Medium,,Empty,Yes,Yes,No,No,Yes,No,Yes,Long,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Long,Yes,Yes,Yes,No,Medium,Medium,,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,,Low,No,Some links,Reported,Phish
Yes,Long,Yes,Yes,Yes,No,None,Short,Yes,Yes,Yes,Yes,,Medium,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,,High,Low,No,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,No,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,,,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,Yes,More than one,Short,Yes,Yes,,Yes,Medium,Medium,,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,Medium,Low,Yes,Some links,Reported,Phish
No,,No,Yes,No,No,None,Long,Yes,Yes,No,No,Medium,Medium,Empty,Yes,No,Yes,Yes,Yes,Yes,Yes,Short,,High,Low,Yes,Two links and above,Not reported,Phish
No,Long,No,Yes,No,Yes,One,Short,No,Yes,No,Yes,High,,Some,No,No,Yes,Yes,Yes,No,Yes,Short,No,Medium,Low,Yes,Two links and above,Not reported,Phish
Yes,Short,Yes,Yes,,No,More than one,Short,Yes,Yes,Yes,Yes,High,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,,High,Low,Yes,Some links,Reported,Phish
No,Short,,Yes,No,No,One,Short,Yes,Yes,No,Yes,Medium,Low,Empty,Yes,No,Yes,Yes,Yes,Yes,Yes,Short,No,High,Low,Yes,Two links and above,Not reported,Phish
Yes,,Yes,No,Yes,No,None,Short,Yes,Yes,Yes,Yes,,,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,,Low,Yes,Some links,Reported,Phish
No,Short,No,Yes,No,No,One,Long,Yes,Yes,No,No,High,Low,Empty,Yes,No,Yes,Yes,Yes,Yes,Yes,Short,No,High,Low,Yes,Two links and above,Not reported,Phish
Yes,Short,Yes,Yes,Yes,Yes,None,Short,No,Yes,Yes,Yes,High,Medium,Empty,Yes,Yes,No,Yes,Yes,No,Yes,Short,Yes,High,Low,No,Some links,Reported,Phish
Yes,Short,Yes,No,,No,More than one,Short,Yes,Yes,Yes,Yes,,High,,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,,Yes,Some links,Reported,Phish
Yes,,,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,,Medium,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,,Some links,Reported,Phish
No,Long,No,Yes,No,No,More than one,Short,Yes,Yes,No,Yes,Medium,Low,Some,Yes,No,Yes,Yes,Yes,Yes,Yes,Long,No,,Low,Yes,Two links and above,Not reported,Phish
Yes,Short,Yes,Yes,,No,None,Short,No,Yes,Yes,Yes,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,No,Yes,Long,Yes,Medium,Low,,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Short,No,Yes,Yes,Yes,High,High,Empty,Yes,Yes,No,Yes,Yes,No,Yes,Long,,High,Low,Yes,Two links and above,Reported,Phish
Yes,,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,,Medium,Medium,,,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Long,Yes,Yes,,No,High,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,,High,Yes,Some links,Reported,Phish
Yes,,Yes,Yes,Yes,No,One,Long,Yes,Yes,,No,Medium,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,No,High,Low,,Two links and above,Reported,Phish
Yes,,Yes,Yes,Yes,No,None,Short,Yes,Yes,Yes,Yes,,High,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,High,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,High,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,,Yes,Yes,More than one,Short,No,Yes,,Yes,Medium,High,Empty,Yes,Yes,No,Yes,Yes,No,Yes,Long,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,No,Medium,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Medium,,No,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Short,Yes,Yes,Yes,Yes,High,,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,No,Medium,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,No,High,High,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Short,Yes,Yes,Yes,Yes,High,Medium,,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Medium,Low,Yes,Some links,Reported,Phish
Yes,Short,,No,Yes,No,One,Short,Yes,Yes,,Yes,Medium,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,High,High,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,Yes,One,Short,Yes,Yes,Yes,,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,,No,More than one,Short,Yes,Yes,Yes,Yes,High,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,High,High,Yes,Two links and above,Reported,Phish
Yes,Short,,,Yes,No,None,Short,No,No,Yes,No,Medium,Medium,Empty,No,Yes,No,Yes,Yes,No,Yes,Long,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Long,No,Yes,Yes,No,High,Medium,Empty,,Yes,No,Yes,Yes,No,Yes,Long,Yes,Medium,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,,Low,Yes,Two links and above,Reported,Phish
No,Short,No,Yes,No,No,None,Short,Yes,Yes,No,Yes,Medium,Low,Empty,Yes,No,Yes,Yes,Yes,Yes,Yes,Long,No,High,Low,Yes,Two links and above,Not reported,Phish
Yes,Long,Yes,Yes,Yes,No,More than one,Short,No,Yes,Yes,Yes,Medium,Medium,Some,Yes,Yes,No,Yes,Yes,No,Yes,Long,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Short,No,Yes,Yes,Yes,Medium,,Empty,Yes,Yes,No,Yes,Yes,No,Yes,Long,Yes,Medium,Low,No,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,Yes,More than one,Long,Yes,Yes,Yes,No,High,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,High,Low,No,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Long,Yes,Yes,Yes,Yes,High,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Long,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,Medium,,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,No,High,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,Yes,More than one,Short,Yes,Yes,Yes,Yes,High,Low,,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,Medium,High,Yes,Some links,Reported,Phish
No,,No,Yes,No,Yes,More than one,Short,Yes,Yes,No,Yes,Medium,Medium,Empty,Yes,No,Yes,Yes,Yes,Yes,Yes,Long,No,High,Low,Yes,Two links and above,Not reported,Phish
Yes,,Yes,Yes,Yes,No,None,Short,Yes,Yes,Yes,Yes,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,Medium,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,,Yes,No,One,Short,Yes,Yes,Yes,Yes,High,High,Empty,,Yes,No,Yes,Yes,Yes,Yes,,,High,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Short,Yes,Yes,Yes,Yes,High,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,No,Medium,Medium,Empty,,Yes,No,Yes,Yes,Yes,Yes,,No,High,High,No,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,,No,More than one,Short,Yes,Yes,,No,High,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,,High,No,Some links,Reported,Phish
No,Long,,Yes,No,No,One,Short,Yes,Yes,No,Yes,Medium,Medium,Some,Yes,No,Yes,Yes,Yes,Yes,Yes,Long,No,,Low,Yes,Two links and above,Not reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Short,No,Yes,Yes,Yes,,Low,Empty,Yes,Yes,No,Yes,Yes,No,Yes,Long,No,High,,Yes,Some links,Reported,Phish
Yes,,Yes,Yes,Yes,No,More than one,Short,No,Yes,Yes,Yes,High,Medium,Empty,Yes,Yes,No,Yes,Yes,No,Yes,Long,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,,Yes,Yes,One,Short,Yes,Yes,Yes,No,High,Medium,Empty,,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,Two links and above,Reported,Phish
Yes,Long,Yes,Yes,Yes,No,More than one,Short,No,Yes,Yes,Yes,Medium,Low,Some,Yes,Yes,No,Yes,Yes,No,Yes,Long,Yes,,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,No,Medium,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,High,High,No,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,Yes,Medium,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,High,Yes,Some links,Reported,Phish
Yes,Short,Yes,,Yes,No,One,Short,Yes,Yes,Yes,Yes,,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,No,High,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,Yes,High,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,High,Low,,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,Yes,None,Long,No,No,,No,High,Low,Empty,,Yes,No,Yes,Yes,No,Yes,Long,No,,Low,Yes,Two links and above,Reported,Phish
Yes,Long,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,Yes,Medium,Medium,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Short,,Yes,Yes,Yes,One,Short,Yes,Yes,Yes,Yes,High,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,,High,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,,Yes,No,None,Short,No,Yes,Yes,Yes,Medium,Medium,,Yes,Yes,No,Yes,Yes,No,Yes,Long,No,High,High,Yes,Two links and above,Reported,Phish
Yes,,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,Yes,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Short,Yes,Yes,,Yes,High,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,,No,Low,Low,Yes,Two links and above,Reported,Phish
Yes,Short,,Yes,Yes,Yes,None,Short,Yes,Yes,Yes,Yes,,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,High,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,Yes,None,Long,Yes,Yes,Yes,No,High,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,No,,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,Low,,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,Yes,Medium,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,,High,Yes,Some links,Reported,Phish
Yes,Short,Yes,No,Yes,No,More than one,Long,Yes,Yes,Yes,No,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,Low,High,Yes,Some links,Reported,Phish
Yes,Short,Yes,,Yes,No,One,Short,Yes,Yes,Yes,Yes,,Low,,Yes,Yes,No,Yes,Yes,Yes,Yes,,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Long,No,Yes,Yes,No,Medium,High,Empty,Yes,Yes,No,Yes,Yes,No,Yes,Long,No,,Low,,Two links and above,Reported,Phish
Yes,Short,,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,Medium,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Long,Yes,Yes,Yes,No,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,High,High,,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,,Yes,,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,,No,High,,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,No,Medium,High,No,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Short,No,Yes,Yes,Yes,Medium,High,Empty,Yes,Yes,No,Yes,Yes,No,Yes,Long,No,Medium,Low,Yes,Some links,Reported,Phish
No,Short,No,Yes,No,Yes,None,Long,Yes,Yes,No,No,High,High,Empty,Yes,No,Yes,Yes,Yes,Yes,Yes,Long,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Long,,Yes,Yes,Yes,None,Short,Yes,Yes,Yes,Yes,High,Medium,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,Yes,Medium,Medium,Empty,,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,,Yes,Yes,Yes,No,None,Long,Yes,Yes,Yes,Yes,Medium,Medium,,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,Low,High,Yes,Some links,Reported,Phish
Yes,Short,Yes,,Yes,No,None,Short,Yes,Yes,,Yes,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,,High,Low,Yes,Some links,Reported,Phish
No,Short,No,Yes,No,Yes,None,Short,Yes,Yes,No,Yes,Medium,Medium,Empty,Yes,No,Yes,Yes,Yes,Yes,Yes,Short,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,,Yes,,No,One,Long,Yes,Yes,Yes,No,Medium,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,,Yes,No,More than one,Short,Yes,Yes,Yes,Yes,High,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,Yes,More than one,Long,Yes,Yes,Yes,No,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,Low,High,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Short,No,No,Yes,No,High,Medium,Empty,No,Yes,No,Yes,Yes,No,No,Long,No,High,,Yes,Some links,Reported,Phish
Yes,Long,Yes,Yes,Yes,No,None,Short,Yes,Yes,Yes,,Medium,Medium,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,,High,High,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,Yes,None,Long,No,No,Yes,No,High,Medium,Empty,No,Yes,No,Yes,Yes,No,No,Short,Yes,Low,Low,Yes,Some links,Reported,Phish
Yes,Short,,Yes,Yes,No,None,Long,Yes,Yes,Yes,Yes,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,,No,Low,Low,Yes,Two links and above,Reported,Phish
Yes,,Yes,Yes,Yes,No,None,Short,No,No,Yes,Yes,Medium,High,Some,,Yes,No,Yes,Yes,No,No,Long,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,Long,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,Medium,Medium,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,,High,High,,Some links,Reported,Phish
Yes,Short,Yes,,Yes,No,More than one,Long,Yes,Yes,Yes,Yes,Medium,Low,Empty,,Yes,No,Yes,Yes,Yes,Yes,,No,Medium,Low,Yes,Two links and above,Reported,Phish
Yes,,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,Yes,Medium,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,High,High,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,Yes,High,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,,High,,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,,Yes,No,One,Short,Yes,Yes,Yes,No,,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,High,High,Yes,Some links,Reported,Phish
Yes,Long,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,,Yes,High,,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Short,No,No,Yes,Yes,Medium,Medium,Empty,No,Yes,No,Yes,Yes,No,Yes,,No,High,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,,Yes,None,Short,Yes,Yes,Yes,Yes,High,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,,High,Low,Yes,Two links and above,Reported,Phish
No,Short,No,Yes,No,No,One,Short,Yes,Yes,No,Yes,Medium,High,Empty,Yes,No,Yes,Yes,Yes,Yes,Yes,Long,No,High,High,,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,,No,One,Short,Yes,Yes,Yes,No,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,Two links and above,Reported,Phish
No,Short,No,Yes,No,No,One,Long,Yes,Yes,No,No,Medium,High,Empty,Yes,No,Yes,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Short,Yes,Yes,,No,Medium,,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,High,Yes,Some links,Reported,Phish
Yes,,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,,Two links and above,Reported,Phish
No,Long,No,Yes,No,Yes,None,Short,Yes,Yes,No,Yes,High,Medium,Some,Yes,No,Yes,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,Two links and above,Reported,Phish
Yes,Long,Yes,Yes,Yes,Yes,One,Short,Yes,Yes,Yes,Yes,High,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,,,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Short,Yes,Yes,Yes,Yes,Medium,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,Medium,Low,Yes,Two links and above,Reported,Phish
Yes,,Yes,Yes,Yes,No,None,Long,Yes,Yes,,Yes,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,,Low,Yes,Some links,Reported,Phish
No,Short,,Yes,No,Yes,More than one,Short,Yes,Yes,,Yes,High,Medium,Empty,Yes,No,Yes,Yes,Yes,Yes,Yes,Long,Yes,High,High,,Two links and above,Reported,Phish
Yes,,Yes,,Yes,No,One,Short,No,No,Yes,Yes,High,High,Empty,No,Yes,No,No,Yes,No,Yes,Short,Yes,High,Low,,Two links and above,Not reported,Phish
Yes,Long,Yes,Yes,Yes,Yes,None,Short,Yes,Yes,Yes,Yes,High,Medium,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,No,High,,Yes,Two links and above,Reported,Phish
Yes,Short,Yes,No,Yes,No,None,Long,Yes,Yes,Yes,Yes,Medium,,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,High,High,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,More than one,Short,No,No,,Yes,Medium,Low,Empty,No,Yes,No,No,Yes,No,Yes,Short,No,Medium,Low,Yes,Some links,Not reported,Phish
Yes,Short,Yes,Yes,Yes,No,One,Short,No,No,Yes,No,High,High,,,Yes,No,Yes,Yes,No,Yes,Short,No,High,Low,Yes,Two links and above,Reported,Phish
Yes,,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,Medium,Medium,,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,No,High,Low,Yes,Some links,Reported,Phish
Yes,Short,,Yes,Yes,No,More than one,Long,Yes,Yes,Yes,No,,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,High,Low,Yes,Some links,Reported,Phish
Yes,Short,Yes,Yes,Yes,No,None,Long,Yes,Yes,,Yes,Medium,,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,,,High,Low,Yes,Two links and above,Reported,Phish
